symbol,side,group_name,model_name,train_rows,test_rows,positive_rate_train,positive_rate_test,accuracy,auc,features
ETH/USDT:USDT,short,ETH/USDT:USDT|short,rf_500_d8,384,129,0.4947916666666667,0.49612403100775193,0.6589147286821705,0.7471153846153845,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
ETH/USDT:USDT,short,ETH/USDT:USDT|short,hgb_200_d4,384,129,0.4947916666666667,0.49612403100775193,0.6356589147286822,0.7413461538461538,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
ETH/USDT:USDT,short,ETH/USDT:USDT|short,hgb_300_d6,384,129,0.4947916666666667,0.49612403100775193,0.6589147286821705,0.723798076923077,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
LINK/USDT:USDT,short,LINK/USDT:USDT|short,logreg_l2_c1,246,83,0.47560975609756095,0.46987951807228917,0.6144578313253012,0.6124708624708625,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
LINK/USDT:USDT,short,LINK/USDT:USDT|short,logreg_l2_c03,246,83,0.47560975609756095,0.46987951807228917,0.6144578313253012,0.6148018648018648,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
LINK/USDT:USDT,short,LINK/USDT:USDT|short,rf_300_d6,246,83,0.47560975609756095,0.46987951807228917,0.6626506024096386,0.6911421911421912,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
LINK/USDT:USDT,short,LINK/USDT:USDT|short,rf_500_d8,246,83,0.47560975609756095,0.46987951807228917,0.6385542168674698,0.6847319347319348,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
LINK/USDT:USDT,short,LINK/USDT:USDT|short,hgb_200_d4,246,83,0.47560975609756095,0.46987951807228917,0.6144578313253012,0.673076923076923,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
LINK/USDT:USDT,short,LINK/USDT:USDT|short,hgb_300_d6,246,83,0.47560975609756095,0.46987951807228917,0.5903614457831325,0.666083916083916,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
XRP/USDT:USDT,short,XRP/USDT:USDT|short,logreg_l2_c1,303,102,0.5346534653465347,0.5294117647058824,0.6764705882352942,0.7804783950617284,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
XRP/USDT:USDT,short,XRP/USDT:USDT|short,logreg_l2_c03,303,102,0.5346534653465347,0.5294117647058824,0.6568627450980392,0.7793209876543209,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
XRP/USDT:USDT,short,XRP/USDT:USDT|short,rf_300_d6,303,102,0.5346534653465347,0.5294117647058824,0.6764705882352942,0.726466049382716,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
XRP/USDT:USDT,short,XRP/USDT:USDT|short,rf_500_d8,303,102,0.5346534653465347,0.5294117647058824,0.6764705882352942,0.7183641975308642,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
XRP/USDT:USDT,short,XRP/USDT:USDT|short,hgb_200_d4,303,102,0.5346534653465347,0.5294117647058824,0.5980392156862745,0.693287037037037,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
XRP/USDT:USDT,short,XRP/USDT:USDT|short,hgb_300_d6,303,102,0.5346534653465347,0.5294117647058824,0.6176470588235294,0.6894290123456791,signal_strength|base_weight|adx|atrp|rsi|ret_1h_lag|ret_4h_lag|ret_12h_lag|ret_24h_lag|ema_gap_fast_slow|dist_close_ema_fast|dist_close_ema_slow|range_pct|rolling_vol_24h|rolling_vol_72h|atrp_zscore|breakout_distance_up|breakout_distance_down|pullback_depth|btc_ret_24h_lag|btc_rolling_vol_24h|btc_atrp|btc_adx|strategy_id
