ts_join,btc_usdt_usdt,sol_usdt_usdt,link_usdt_usdt,bnb_usdt_usdt,xrp_usdt_usdt,eth_usdt_usdt,trx_usdt_usdt
2024-09-19 20:00:00+00:00,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2024-09-19 21:00:00+00:00,-0.00012166364772481944,-0.0,0.0,-0.0,-0.0,-0.0,-0.00011219733305721574
2024-09-19 22:00:00+00:00,0.00010258124921721732,0.0,0.0,0.0,0.0,0.0001562701838140493,0.0
2024-09-19 23:00:00+00:00,1.8137114393748356e-05,0.0,-0.0,0.0,-0.0,-0.0002128602665143919,3.508793392336058e-05
2024-09-20 00:00:00+00:00,-0.0005508193435535769,-0.0,-0.0,-0.0,-0.0,-0.0007450527214917032,0.00011414358721270567
2024-09-20 01:00:00+00:00,0.0009590292819904255,0.0,0.0,0.00021080233238645737,-0.00017467424136529655,0.00036055325676968543,-2.9383349750497003e-05
2024-09-20 02:00:00+00:00,0.00037079504224203793,0.0,0.0,0.0,0.0001877356029342315,0.00010574119412321237,0.0003251418695904075
2024-09-20 03:00:00+00:00,0.0028342666792455992,0.0,0.0,0.0,0.001219758294606417,0.0043579652962143795,0.0
2024-09-20 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0011597790964678716,0.0
2024-09-20 05:00:00+00:00,-0.0,0.0,-0.0,-0.0,2.5990186775532957e-05,0.0003607923698082895,0.0
2024-09-20 06:00:00+00:00,-0.0,0.0,0.0,0.0,-0.0,0.001377180832588464,0.0
2024-09-20 07:00:00+00:00,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0
2024-09-20 08:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-09-20 09:00:00+00:00,0.0,0.0,0.0,0.0,-0.00011633348910320901,-0.0,-0.0
2024-09-20 10:00:00+00:00,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2024-09-20 11:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-09-20 12:00:00+00:00,-0.0,-0.0,0.0,0.0,-1.2450533176902102e-05,0.0,0.0
2024-09-20 13:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-09-20 14:00:00+00:00,0.0,0.0,-0.0,0.0,4.572547853978181e-05,0.0003002480797235647,-0.0
2024-09-20 15:00:00+00:00,0.0,-0.0,0.0,0.0,-0.00015980902170996397,0.0,0.0
2024-09-20 16:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0001838766446996089,-0.0,-0.0
2024-09-20 17:00:00+00:00,-0.000157461834877083,-0.0,-0.0,-0.0,-9.675919252456401e-05,-0.00024281652624091266,4.335336159217917e-05
2024-09-20 18:00:00+00:00,0.00027738550121189426,0.0,0.0,0.0,0.001161151660055153,0.00023985081987498748,-0.0
2024-09-20 19:00:00+00:00,-0.00017022019930943452,0.0,-0.0,-0.0,0.00010247400623827518,-0.00012788891585953187,3.94276240660078e-05
2024-09-20 20:00:00+00:00,4.342863301341265e-05,-0.0,-0.0,0.0,0.0012894307606997177,-2.200031097467126e-06,-0.0
2024-09-20 21:00:00+00:00,0.0010268375443048287,0.0,0.0,0.0,0.00024892621766277193,0.00040589056967757844,-0.0
2024-09-20 22:00:00+00:00,0.0,-0.0,-0.0,-0.0,0.0,0.000393892794275846,0.0
2024-09-20 23:00:00+00:00,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
2024-09-21 00:00:00+00:00,-0.0,0.0,0.0,0.0,-0.0002892689836586374,0.0,-0.0
2024-09-21 01:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-09-21 02:00:00+00:00,5.865457273283041e-05,0.0,-0.0,0.0,0.0,-3.375711950376177e-05,-0.0
2024-09-21 03:00:00+00:00,-4.0739219559984225e-05,0.0,-0.0,-0.0,-0.0,9.321630632098007e-05,0.0
2024-09-21 04:00:00+00:00,-6.437522305683306e-05,-0.0,-0.0,0.0,0.0,-0.00036593501959232647,-0.0
2024-09-21 05:00:00+00:00,0.00018287669821976708,0.0,0.0,0.0,0.0,0.00045891532963132756,0.0
2024-09-21 06:00:00+00:00,0.00023925075130963307,0.0,0.0,0.0,0.0,0.00025028509439440196,0.0
2024-09-21 07:00:00+00:00,0.00027161011895885756,0.0,0.0,0.0,0.0,0.0006441244041573976,0.0
2024-09-21 08:00:00+00:00,-0.00017938148642217077,-0.0,-0.0,0.0,-0.0,-0.0005737486336586115,-0.0
2024-09-21 09:00:00+00:00,0.0003163772359410899,0.0,0.0,0.0,0.0,0.00034301314090905594,-0.0
2024-09-21 10:00:00+00:00,-0.0005281320571222247,-0.0,-0.0,-0.0,-0.0,-0.0006087624226053508,0.0
2024-09-21 11:00:00+00:00,0.00041024000414307415,0.0,0.0,-0.0,0.0,0.0010026210307771519,0.0
2024-09-21 12:00:00+00:00,0.0002958859547265505,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-21 13:00:00+00:00,9.515807696356943e-05,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-21 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
2024-09-21 15:00:00+00:00,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2024-09-21 16:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2024-09-21 17:00:00+00:00,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
2024-09-21 18:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-09-21 19:00:00+00:00,-0.0,-0.0,0.0,0.0,6.38765912597986e-05,0.0,-0.0
2024-10-09 19:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.008959225016857838,-0.0,0.0
2024-10-09 20:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-10-09 21:00:00+00:00,0.0,0.0,0.0,0.0,0.00034462757234736174,0.0,0.0
2024-10-09 22:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-5.1135452589763577e-05,-0.0,-0.0
2024-10-09 23:00:00+00:00,-0.0,0.0,0.0,0.0,-0.0003693996694726575,-0.0,0.0
2024-10-10 00:00:00+00:00,-0.0,-0.0,0.0,-0.0,-0.00022341132975209013,0.0,-0.0
2024-10-10 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0008587087556447831,0.0,-0.0
2024-10-10 02:00:00+00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2024-10-10 03:00:00+00:00,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
2024-10-10 04:00:00+00:00,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
2024-10-10 05:00:00+00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2024-10-10 06:00:00+00:00,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
2024-10-10 07:00:00+00:00,-0.0002022558296527093,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-10-10 08:00:00+00:00,-0.00011014802767974477,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2024-10-10 09:00:00+00:00,0.0002229665729595688,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
2024-10-10 10:00:00+00:00,0.00034509289894513526,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10 11:00:00+00:00,0.0005226125271708421,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10 12:00:00+00:00,-0.0009207733113758554,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2024-10-10 13:00:00+00:00,-4.628410231479014e-05,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-10-10 14:00:00+00:00,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
2024-10-10 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10 16:00:00+00:00,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2024-10-10 17:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-10-10 18:00:00+00:00,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0
2024-10-10 19:00:00+00:00,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
2024-10-10 20:00:00+00:00,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
2024-10-10 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10 22:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-10-10 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-11 00:00:00+00:00,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
2024-10-11 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-11 02:00:00+00:00,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-10-11 03:00:00+00:00,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
2024-10-11 04:00:00+00:00,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
2024-10-11 05:00:00+00:00,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,6.321932452009459e-05
2024-10-11 06:00:00+00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.00013096281267984425
2024-10-11 07:00:00+00:00,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-2.3196702516045455e-05
2024-10-11 08:00:00+00:00,-0.0,0.0,0.0,0.0,0.0,-0.0,-3.7326014273198246e-05
2024-10-11 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0005540868780196416
2024-10-11 10:00:00+00:00,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0001750506354626536
2024-10-11 11:00:00+00:00,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.00033885677362712694
2024-10-11 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-11 13:00:00+00:00,0.0,0.0,-0.0,0.0,-0.0,0.0,0.00016563920106980542
2024-10-11 14:00:00+00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2024-10-11 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-11 16:00:00+00:00,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-10-11 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-11 18:00:00+00:00,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
2024-10-11 19:00:00+00:00,0.0,-0.0,0.0,2.8247561571322504e-05,0.0,0.0,-0.0
2024-10-11 20:00:00+00:00,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
2024-10-11 21:00:00+00:00,-0.0,-0.0,-7.557272312305871e-05,4.7450626159793816e-05,-0.0,-0.0,-0.0
2024-10-11 22:00:00+00:00,-0.0,0.0,-0.0,-0.00014273020182134329,-0.0,-0.0001631267793092434,-0.0
2024-10-11 23:00:00+00:00,6.068289756152151e-05,-0.0,-0.0,0.0,-0.0,1.5876615160063242e-06,-0.0
2024-10-12 00:00:00+00:00,0.0004774719457497412,0.0,0.0,0.0,-0.0,0.0001769269230245743,-0.0
2024-10-12 01:00:00+00:00,-0.00021941914378516113,-0.0,-0.0,0.00011537713207780231,0.0,0.0,-0.0
2024-10-12 02:00:00+00:00,-0.0005380614381789747,-0.0,-0.0,-0.0,-0.0,-0.00039158758468854627,-3.581607731180095e-05
2024-10-12 03:00:00+00:00,5.5802055427198196e-05,0.0,-0.0,0.0,-0.0,0.0001128312222285259,0.0003595956597966065
2024-10-12 04:00:00+00:00,7.813485758664559e-05,0.0,0.0,0.0,0.0,0.00046330306333523965,0.0002397555850683987
2024-10-12 05:00:00+00:00,0.0007273289578033933,0.0,0.0,-0.0,0.0,0.00013377819460232623,0.00028991981842589083
2024-10-12 06:00:00+00:00,-0.0003451243518661138,-0.0,0.0,-0.0,0.0,-8.166639878517276e-05,0.0
2024-10-12 07:00:00+00:00,0.0003383727415391079,-0.0,0.0,-0.0,-0.0,-6.0168555821262545e-06,0.0
2024-10-12 08:00:00+00:00,-0.00021528830089579602,0.0,0.0,0.0,0.0,-6.446124096658109e-05,0.0
2024-10-12 09:00:00+00:00,0.000674927521416681,0.0,0.0,5.84048505761762e-05,0.0,-2.1643039023240195e-05,0.0
2024-10-12 10:00:00+00:00,0.0011463281833866141,0.0,0.0,0.00017038521517219238,0.0,0.0010780633620428583,0.0
2024-10-12 11:00:00+00:00,-0.000603033576585471,-0.0,-0.0,-0.0002459263680746568,-0.0,-0.0003678327195234359,-0.0
2024-10-12 12:00:00+00:00,0.0006685196113045288,0.0,0.0,0.00016428987240176842,0.0,0.000660926951663627,-0.0
2024-10-12 13:00:00+00:00,0.0001383283696983993,-0.0,0.0,-0.0002417230706844488,0.0,0.0005011260043389983,-0.0
2024-10-12 14:00:00+00:00,0.0010556238684600594,0.0,-0.0,0.0002670086601280724,-0.0,0.0011427760602911133,-0.0
2024-10-30 14:00:00+00:00,0.06359917578281626,0.0,0.0,0.00769070880332348,-0.0,0.02974305381561283,0.0
2024-10-30 15:00:00+00:00,-0.0019465553079992448,-0.0,-0.0,-0.0,-0.00010244501006276412,-0.0,-0.0
2024-10-30 16:00:00+00:00,0.0,0.0,0.0002965586746363914,0.0,0.0,0.0,0.0
2024-10-30 17:00:00+00:00,-0.00013427465328684992,0.0,-0.0007214185743816512,-0.0,1.3257663087058948e-05,-0.0,0.0
2024-10-30 18:00:00+00:00,0.00011507443678532287,-0.0,0.0005846082380491056,0.0,-1.4641273122285572e-05,-0.0,-0.0
2024-10-30 19:00:00+00:00,-0.0,0.0,-0.00021316860365045256,-0.0,-0.00015362044131554981,-0.0,0.0
2024-10-30 20:00:00+00:00,0.0,0.0,0.0,0.0,0.00040238562989566406,0.0,0.0
2024-10-30 21:00:00+00:00,-0.0,-0.0,-1.2849998078970905e-05,-0.0,-0.00016183183986445986,-0.0,-0.0
2024-10-30 22:00:00+00:00,0.0,0.0,0.0013889913549752562,-0.0,5.115396881976176e-05,-0.0,0.0
2024-10-30 23:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.00022362276375288245,-0.0,-0.0
2024-10-31 00:00:00+00:00,-0.0,0.0,-0.0,-0.0,-0.0001906997813342666,-0.0,0.0
2024-10-31 01:00:00+00:00,0.0,0.0,-0.0,0.0,-1.7542751310526182e-05,0.0,0.0
2024-10-31 02:00:00+00:00,0.0,0.0,-0.0,0.0,0.0001416726060920205,0.0,-0.0
2024-10-31 03:00:00+00:00,-0.0,-0.0,0.0,-0.0,-0.00023141378269126242,-0.0,-0.0
2024-10-31 04:00:00+00:00,-0.0,0.0,-0.0,-0.0,-1.8000326101925533e-05,-0.0,0.0
2024-10-31 05:00:00+00:00,0.0,0.0,-0.0,0.0,-5.4560922903682926e-05,0.0,0.0
2024-10-31 06:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0005132730919346195,-0.0,0.0
2024-10-31 07:00:00+00:00,0.0,0.0,0.0,-0.0,-0.00011103479371072812,0.0,-0.0
2024-10-31 08:00:00+00:00,-0.0,-0.0,-0.0,-0.0,3.722136021195417e-05,-0.0,0.0
2024-10-31 09:00:00+00:00,0.0,0.0,-0.0,-0.0,0.0002626292280791983,-0.0,0.0
2024-10-31 10:00:00+00:00,0.0,0.0,0.0,0.0,0.00024518422016474523,0.0,0.0
2024-10-31 11:00:00+00:00,-0.0,-0.0,0.0,0.0,-0.0003783976025382367,-0.0,-0.0
2024-10-31 12:00:00+00:00,-0.0,-0.0,-0.0,0.0,0.00011456307522593721,0.0,-0.0
2024-10-31 13:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0008819751219482001,-0.0,-0.0
2024-10-31 14:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0007980999747798953,-0.0,-0.0
2024-10-31 15:00:00+00:00,-0.0,0.0,0.0,0.0,5.8723658125870404e-05,0.0,0.0
2024-10-31 16:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
2024-10-31 17:00:00+00:00,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0
2024-10-31 18:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00019745958521702746,-0.0
2024-10-31 19:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-10-31 20:00:00+00:00,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 21:00:00+00:00,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 22:00:00+00:00,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
2024-10-31 23:00:00+00:00,-0.0,-0.0,-4.519969802579022e-05,-0.0,-0.0,-0.0,0.0
2024-11-01 00:00:00+00:00,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2024-11-01 01:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-11-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2024-11-01 03:00:00+00:00,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
2024-11-01 04:00:00+00:00,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2024-11-01 05:00:00+00:00,8.792230101494468e-06,-0.0,-0.0,-0.0,-0.0,-3.312070617208786e-05,-0.0
2024-11-01 06:00:00+00:00,-0.0005263410495775024,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2024-11-01 07:00:00+00:00,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
2024-11-01 08:00:00+00:00,7.854498618065652e-05,-0.0,-0.0001477696235602594,0.0,0.0,-0.0,-0.0
2024-11-01 09:00:00+00:00,0.00021640769434127052,0.0,0.00040720704370333867,0.0,0.0,0.0,0.0
2024-11-01 10:00:00+00:00,0.0008239507296130629,0.0,-0.00018014075044492367,-0.0,-5.2954282393188005e-05,0.0,0.0
2024-11-01 11:00:00+00:00,0.0,-0.0,0.0,0.0,-5.703634623098149e-05,-3.2012039110416767e-05,0.0
2024-11-01 12:00:00+00:00,0.0,0.0,0.0,0.0,1.3115871061613668e-05,0.0004566541269254226,0.0
2024-11-01 13:00:00+00:00,0.0,0.001104720879518071,0.00046325091330969167,0.0,0.00010754833858571998,0.0009349288204579303,0.0
2024-11-01 14:00:00+00:00,0.0,-0.0,0.0,-0.0,8.070558461113228e-05,-0.0003825864828136756,-0.0
2024-11-01 15:00:00+00:00,-0.0,-0.0,-0.0013726903046163295,-0.0,-0.0007131439034652987,-0.0,-0.0
2024-11-01 16:00:00+00:00,0.0,0.0,0.0008365418775707718,0.0,0.0009053007637578049,0.0,0.0001408772423707628
2024-11-01 17:00:00+00:00,-0.0,0.0,-0.000514475633761167,-0.0,-0.0009531368600365885,-0.0,5.134692154355679e-05
2024-11-01 18:00:00+00:00,-0.0,-0.0,-0.00044080903184025023,-0.0,-0.0005090185813714005,-6.584985462107195e-05,-0.0
2024-11-01 19:00:00+00:00,0.0,0.0,4.3932524407781894e-05,0.0,0.0005841985373127017,0.0,3.6491143952958095e-05
2024-11-01 20:00:00+00:00,-0.0,-0.0,-0.00019378070349676787,0.0,-0.00030680742751783855,7.292632132442444e-05,0.0
2024-11-01 21:00:00+00:00,5.763172861378545e-06,-0.0,-0.0011583467135774408,-0.0,-0.001292163463048829,-0.000343373312667318,0.0
2024-11-01 22:00:00+00:00,0.00022819878196294637,0.0,0.0002878125339016104,0.0,0.00010688492837259004,0.0,0.0
2024-11-01 23:00:00+00:00,9.51160391506355e-05,0.0,-0.0008349976635086673,0.0,0.0006261828932952919,-0.0,-0.0
2024-11-02 00:00:00+00:00,0.00038404791288576,0.0,0.0014318929219049486,0.0,0.0008933420741263117,0.0,0.0
2024-11-02 01:00:00+00:00,2.5698158414327857e-06,0.0,-0.0001970939283952088,0.0,-0.00012783335308168384,-0.0,-0.0
2024-11-02 02:00:00+00:00,-2.4731028174981043e-05,0.0,0.0007845539907234099,0.0,4.373200050411855e-05,-2.733979867047874e-05,0.0
2024-11-02 03:00:00+00:00,-0.0,-0.00013950902033405883,-0.0,0.0,-0.00030153976715414774,-9.275392226023191e-05,-0.0
2024-11-02 04:00:00+00:00,-1.523320592706312e-05,-0.0004349959492992384,-0.0,0.0,-0.0006632226055846198,-3.0060789745988295e-05,0.0
2024-11-02 05:00:00+00:00,0.0001326757837570557,0.0,0.0,0.0,0.00034649467778959163,0.00017429790265492402,0.0
2024-11-02 06:00:00+00:00,7.45055333994524e-05,0.0,-0.0,0.0,-0.00017450043285099473,-3.617281092940255e-05,0.0
2024-11-02 07:00:00+00:00,0.0001182166644729746,0.0,0.0,0.0,-4.253806965460979e-05,-0.0,0.0
2024-11-02 08:00:00+00:00,-0.0004155338570600425,-0.0,-0.0,-0.0,-0.0007915849767736633,-0.0,-0.0
2024-11-02 09:00:00+00:00,-0.00018805861678916074,-0.0,0.0,-0.0,0.00032769039393856265,0.0,-0.0
2024-11-20 09:00:00+00:00,0.06248399320771183,0.0,0.0,0.0,0.23767295191378424,0.0,0.0
2024-11-20 10:00:00+00:00,0.0,-0.0,-0.0,-0.0,0.003433265479510589,-0.0,-0.0
2024-11-20 11:00:00+00:00,9.774694583651476e-05,0.0,-0.0,-0.0,0.000756115477264643,-0.0,-0.0
2024-11-20 12:00:00+00:00,7.62587740640547e-05,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
2024-11-20 13:00:00+00:00,0.0011275965689876155,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-20 14:00:00+00:00,0.0,0.0,-0.0,-0.0,0.000530495675370401,0.0,0.0
2024-11-20 15:00:00+00:00,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0
2024-11-20 16:00:00+00:00,-0.0,-0.0,-0.0,-0.0,-0.0011094351321959222,-0.0,-0.0
2024-11-20 17:00:00+00:00,-8.087095442034961e-05,-0.0,-0.0,-0.0,-0.0013399943353419482,-0.0,-0.0
2024-11-20 18:00:00+00:00,-0.0002309139535776907,0.0,-0.0,-0.0,0.000680140680360426,-0.0,-0.0
2024-11-20 19:00:00+00:00,0.00045035884579747306,-0.0,-0.0,-0.0,-0.00040820954896568897,0.0,-0.0
2024-11-20 20:00:00+00:00,0.0004788244533684089,0.0,0.0,0.0,0.001384907565385337,0.0,0.0
2024-11-20 21:00:00+00:00,0.0002468592879443378,0.0,0.0,0.0,0.002537981747563372,0.0,0.0
2024-11-20 22:00:00+00:00,-0.000523668494683612,-0.0,-0.0,-0.0,0.0016183652050545578,-0.0,0.0
2024-11-20 23:00:00+00:00,0.00033772191370276306,-0.0,-0.0,-0.0,-0.0017127533534230894,-0.0,-0.0003268729006743377
2024-11-21 00:00:00+00:00,0.001245305999397623,0.0,0.0,0.0,0.0024630359598132334,0.0,0.0005591303252280583
2024-11-21 01:00:00+00:00,-3.7346240505923965e-05,-0.0,-0.0,-0.0,0.0020057648231922003,-0.0,0.00037143969368868635
2024-11-21 02:00:00+00:00,-0.0011205236784455333,-0.0,-0.0,-0.0,-0.00933654505387287,-0.0,-0.0021167667805701445
2024-11-21 03:00:00+00:00,0.005423954971473405,0.0,0.0,0.0,0.0015069306987312233,0.0,0.0013112089582431544
2024-11-21 04:00:00+00:00,0.00708730919196288,0.0,0.0,0.0,0.00674909582104023,0.0,0.002877449321197047
2024-11-21 05:00:00+00:00,-0.0,-0.0,-0.0,0.0,-0.002353318643987382,-0.0,-0.0008955205629859711
2024-11-21 06:00:00+00:00,-0.0,-0.0,0.0,0.0,0.0009995402659548388,0.0,0.000767127546254058
2024-11-21 07:00:00+00:00,-0.0,0.0,0.0,0.0,-0.0002472165342734558,0.0,0.0018959588531691394
2024-11-21 08:00:00+00:00,0.0,0.0,-0.0,0.0,0.0035078979571780307,0.0,0.0004678242478994523
2024-11-21 09:00:00+00:00,0.0,-0.0,-0.0,-0.0,-0.00048411801753774243,-0.0,-0.0015704864138870057
2024-11-21 10:00:00+00:00,0.0,0.0,-0.0,-0.0,0.0015720973884491838,0.0,-0.00026126607540619704
2024-11-21 11:00:00+00:00,0.0,-0.0,0.0,0.0,-0.004051135443305405,0.0,0.0020192323556638913
2024-11-21 12:00:00+00:00,-0.0,0.0,0.0,0.0,0.007571497633559661,0.0,0.0020135522622332512
2024-11-21 13:00:00+00:00,0.0,0.0,0.0,0.0,-0.0020188812973913053,0.0007994942598363575,0.0
2024-11-21 14:00:00+00:00,-0.0002567690674779853,0.0,-0.0,0.0,-9.63219112428081e-05,-0.0,-0.0
2024-11-21 15:00:00+00:00,-0.0,-0.0003807484025236297,-0.0,-0.0,-0.007188658279319868,-0.0,-0.0
2024-11-21 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0036397215866120327,0.0008235247093931411,0.0002370053020927396
2024-11-21 17:00:00+00:00,0.0,0.0003819398118732858,0.0,0.0,0.009187613031811488,0.0005041341009782934,0.00026672707623407507
2024-11-21 18:00:00+00:00,0.00012590040850126994,0.0002922653358069342,0.0,0.0,0.025181905276210805,0.0011967990364843307,0.0003302312825189742
